避難收容處所名稱,縣市及鄉鎮市區,避難收容處所地址,經度,緯度,is_indoor,預計收容人數,最近AQI測站,測站縣市,最近AQI值,測站狀態,距離(km),風險等級
中芸國小,高雄市林園區,中芸路1號,120.3967,22.4871,True,500,林園,高雄市,150.0,對所有族群不健康,1.76,High Risk
烏龍國小,屏東縣新園鄉,南興路217號,120.4581,22.4877,True,100,林園,高雄市,150.0,對所有族群不健康,4.85,High Risk
鹽洲國小,屏東縣新園鄉,鹽洲路379號,120.4408,22.4883,True,50,林園,高雄市,150.0,對所有族群不健康,3.14,High Risk
溪北社區活動中心,屏東縣南州鄉,仁里路93號,120.5111,22.4945,True,50,潮州,屏東縣,81.0,普通,6.05,Normal
溪北國小,屏東縣南州鄉,仁里路102號,120.5111,22.4957,True,95,潮州,屏東縣,81.0,普通,5.98,Normal
文樂活動中心,屏東縣來義鄉,新樂路1號,120.6243,22.4999,True,50,潮州,屏東縣,81.0,普通,6.98,Normal
高雄市林園區港埔國民小學,高雄市林園區,校前路1號,120.378585,22.504297,True,690,林園,高雄市,150.0,對所有族群不健康,4.38,High Risk
高雄市林園區王公國民小學,高雄市林園區,王公二路100號,120.388254,22.504698,True,1100,林園,高雄市,150.0,對所有族群不健康,3.7,High Risk
高雄市林園區林園國民小學,高雄市林園區,忠孝西路20號,120.394303,22.506778,True,2000,林園,高雄市,150.0,對所有族群不健康,3.52,High Risk
林園區長青文康活動中心,高雄市林園區,林園北路191號,120.3945,22.5087,True,260,林園,高雄市,150.0,對所有族群不健康,3.7,High Risk
港西國小,屏東縣新園鄉,中和路101號,120.4556,22.5087,True,30,林園,高雄市,150.0,對所有族群不健康,5.55,High Risk
來義鄉新來義部落多功能活動中心,屏東縣來義鄉,來新路21號,120.5825,22.5087,True,500,潮州,屏東縣,81.0,普通,2.71,Normal
潮南國小,屏東縣潮州鎮,興美路24號,120.534672,22.512958,True,1126,潮州,屏東縣,81.0,普通,2.95,Normal
南榮國中,屏東縣崁頂鄉,田寮路1-15號,120.5184,22.5134,True,200,潮州,屏東縣,81.0,普通,4.52,Normal
崁頂國小,屏東縣崁頂鄉,中正路119號,120.5118,22.5141,True,200,潮州,屏東縣,81.0,普通,5.17,Normal
高雄市小港區鳳鳴國民小學,高雄市小港區,鳳鳴路191號,120.357564,22.515082,True,200,小港,高雄市,150.0,對所有族群不健康,6.0,High Risk
崁頂老人文康中心,屏東縣崁頂鄉,興農路29-12號,120.5069,22.5152,True,150,潮州,屏東縣,81.0,普通,5.64,Normal
高雄市立林園高級中學,高雄市林園區,林園北路481號,120.395661,22.516726,True,2600,林園,高雄市,150.0,對所有族群不健康,4.46,High Risk
丹林活動中心,屏東縣來義鄉,丹林路25-1號,120.6348,22.5174,True,50,潮州,屏東縣,81.0,普通,7.59,Normal
高雄市小港區鳳林國民中學,高雄市小港區,龍鳳路559號,120.348385,22.52185,True,50,小港,高雄市,150.0,對所有族群不健康,5.01,High Risk
潮東國小,屏東縣潮州鎮,復興路66號,120.5609105,22.52309297,True,85,潮州,屏東縣,81.0,普通,0.03,Normal
新園國小,屏東縣新園鄉,媽祖路49號,120.4519,22.5241,True,100,大寮,高雄市,150.0,對所有族群不健康,5.22,High Risk
歷坵活動中心 Liqiu Activity Center,臺東縣金峰鄉,"1鄰12號No.12,Liqiu,Jinfeng Township,Taitung County 964,TaiwanR.O.C.",120.926439,22.526384,True,100,臺東,臺東縣,44.0,良好,34.3,Normal
古樓國小,屏東縣來義鄉,育英路2號,120.6258,22.5275,True,200,潮州,屏東縣,81.0,普通,6.66,Normal
高雄市林園區金潭國民小學,高雄市林園區,金潭路40號,120.396078,22.528055,True,260,大寮,高雄市,150.0,對所有族群不健康,5.01,High Risk
金崙溫泉長老教會,臺東縣太麻里鄉,16鄰40號,120.937667,22.530918,True,20,臺東,臺東縣,44.0,良好,33.16,Normal
賓茂國小 Binmao Elementary School,臺東縣金峰鄉,"68號No.68,Binmao,Jinfeng Township,Taitung County 964,TaiwanR.O.C.",120.95583,22.532403,True,100,臺東,臺東縣,44.0,良好,31.84,Normal
賓茂活動中心 Binmao Activity Center,臺東縣金峰鄉,"1鄰3-2號No.3-2,Binmao,Jinfeng Township,Taitung County 964,TaiwanR.O.C.",120.961712,22.532592,True,100,臺東,臺東縣,44.0,良好,31.44,Normal
金崙活動中心,臺東縣太麻里鄉,太麻里鄉6鄰金崙283號,120.964363,22.533379,True,80,臺東,臺東縣,44.0,良好,31.21,Normal
光春國中,屏東縣潮州鎮,光春路290號,120.539763,22.534662,True,600,潮州,屏東縣,81.0,普通,2.55,Normal
力社國小,屏東縣崁頂鄉,力社路36號,120.5092,22.5388,True,200,潮州,屏東縣,81.0,普通,5.62,Normal
義仁里社區活動中心,高雄市大寮區,鳳林一路48號,120.403252,22.539227,True,100,大寮,高雄市,150.0,對所有族群不健康,3.58,High Risk
光春國小,屏東縣潮州鎮,志成路201號,120.536872,22.540379,True,550,潮州,屏東縣,81.0,普通,3.15,Normal
高雄市大寮區昭明國小,高雄市大寮區,鳳林一路300巷80號,120.408514,22.54239,True,350,大寮,高雄市,150.0,對所有族群不健康,2.97,High Risk
新園鄉公所,屏東縣新園鄉,仙吉路148號,120.4615,22.5438,True,30,大寮,高雄市,150.0,對所有族群不健康,4.35,High Risk
仙吉國小,屏東縣新園鄉,仙吉路91號,120.4611,22.5443,True,100,大寮,高雄市,150.0,對所有族群不健康,4.29,High Risk
四林國小,屏東縣潮州鎮,開元路2巷1號,120.569267,22.544592,True,50,潮州,屏東縣,81.0,普通,2.53,Normal
新園國中,屏東縣新園鄉,仙吉路111號,120.461,22.5452,True,300,大寮,高雄市,150.0,對所有族群不健康,4.23,High Risk
光華國小,屏東縣潮州鎮,南進路2號,120.543657,22.547268,True,240,潮州,屏東縣,81.0,普通,3.23,Normal
鎮立幼兒園,屏東縣潮州鎮,三星路39-2號,120.550815,22.547719,True,300,潮州,屏東縣,81.0,普通,2.94,Normal
潮州國小,屏東縣潮州鎮,育英路31號,120.541139,22.548406,True,285,潮州,屏東縣,81.0,普通,3.49,Normal
佳佐國小中興分校,屏東縣萬巒鄉,中興路27號,120.6123,22.5491,True,60,潮州,屏東縣,81.0,普通,5.99,Normal
瓦?國小,屏東縣新園鄉,四環路3號,120.4747,22.5523,True,50,大寮,高雄市,150.0,對所有族群不健康,5.24,High Risk
平和活動中心,屏東縣泰武鄉,1鄰1號,120.6293,22.5527,True,200,潮州,屏東縣,81.0,普通,7.73,Normal
潮州國中,屏東縣潮州鎮,文化路66號,120.542947,22.554008,True,250,潮州,屏東縣,81.0,普通,3.91,Normal
會結里社區活動中心,高雄市大寮區,會結路14-3號,120.424982,22.554827,True,100,大寮,高雄市,150.0,對所有族群不健康,1.04,High Risk
高雄市小港區青山國民小學,高雄市小港區,飛機路153號,118.569662,22.555905,True,300,馬公,澎湖縣,61.0,普通,151.94,Normal
潮和國小,屏東縣潮州鎮,華嚴街1號,120.538038,22.556803,True,630,潮州,屏東縣,81.0,普通,4.44,Normal
潮昇國小,屏東縣潮州鎮,北門路25號,120.547724,22.557031,True,875,潮州,屏東縣,81.0,普通,4.02,Normal
新厝里社區活動中心,高雄市大寮區,新三街50號,120.40918,22.560361,True,20,大寮,高雄市,150.0,對所有族群不健康,1.71,High Risk
高雄市小港區小港國民小學,高雄市小港區,平和路1號,120.336089,22.56103,True,300,小港,高雄市,150.0,對所有族群不健康,0.56,High Risk
志成佛寺,屏東縣萬巒鄉,永康路31號,120.5629,22.5614,True,200,潮州,屏東縣,81.0,普通,4.26,Normal
高雄市小港區鳳陽國民小學,高雄市小港區,鳳陽街2號,120.370393,22.561551,True,600,小港,高雄市,150.0,對所有族群不健康,3.39,High Risk
潮寮老人活動中心,高雄市大寮區,潮龍路151號,120.430298,22.562091,True,35,大寮,高雄市,150.0,對所有族群不健康,0.56,High Risk
新庄國小,屏東縣萬丹鄉,屏東縣萬丹鄉新庄村新鐘路410號,120.4803,22.5622,True,60,大寮,高雄市,150.0,對所有族群不健康,5.65,High Risk
高雄市立潮寮國民中學,高雄市大寮區,潮寮路51-9號,120.425175,22.563415,True,60,大寮,高雄市,150.0,對所有族群不健康,0.08,High Risk
高雄市小港區二苓國民小學,高雄市小港區,立群路6號,120.3533,22.5638,True,1000,小港,高雄市,150.0,對所有族群不健康,1.61,High Risk
高雄市立小港高級中學,高雄市小港區,學府路117號,120.357413,22.565249,True,100,小港,高雄市,150.0,對所有族群不健康,2.02,High Risk
高雄市大寮區潮寮國小,高雄市大寮區,潮寮路61號,120.425144,22.565716,True,240,大寮,高雄市,150.0,對所有族群不健康,0.18,High Risk
國立高雄餐旅大學附屬餐旅高級中等學校,高雄市小港區,松和路40號,120.371763,22.566216,True,200,小港,高雄市,150.0,對所有族群不健康,3.49,High Risk
高雄市小港區漢民國民小學,高雄市小港區,漢民路500號,120.35926,22.566473,True,200,小港,高雄市,150.0,對所有族群不健康,2.21,High Risk
高雄市立中山國民中學,高雄市小港區,漢民路352號,120.356421,22.56665,True,700,小港,高雄市,150.0,對所有族群不健康,1.92,High Risk
高雄市立小港國民中學,高雄市小港區,平和南路185號,120.338056,22.566732,True,720,小港,高雄市,150.0,對所有族群不健康,0.11,High Risk
高雄市小港區華山國民小學,高雄市小港區,華仁街1號,120.3657,22.5677,True,901,小港,高雄市,150.0,對所有族群不健康,2.88,High Risk
高雄市小港區港和國民小學,高雄市小港區,平和南路300號,120.3379,22.5681,True,250,小港,高雄市,150.0,對所有族群不健康,0.25,High Risk
佳興活動中心,屏東縣泰武鄉,1鄰1號,120.6631,22.5703,True,100,潮州,屏東縣,81.0,普通,11.71,Normal
佳佐國小,屏東縣萬巒鄉,佳興路59號,120.5956,22.5712,True,100,潮州,屏東縣,81.0,普通,6.41,Normal
萬巒鄉公所展覽廳,屏東縣萬巒鄉,中正路36號,120.5678,22.5725,True,100,潮州,屏東縣,81.0,普通,5.53,Normal
高雄市前鎮區佛公國民小學,高雄市前鎮區,后平路135號,120.320909,22.572651,True,655,小港,高雄市,150.0,對所有族群不健康,1.89,High Risk
萬巒國小,屏東縣萬巒鄉,褒忠路28號,120.5723,22.5727,True,100,潮州,屏東縣,81.0,普通,5.63,Normal
大明國小,屏東縣竹田鄉,洲中路40號,120.5251,22.5756,True,200,潮州,屏東縣,81.0,普通,6.91,Normal
過溪里社區活動中心,高雄市大寮區,過溪路130號,120.418885,22.576183,True,150,大寮,高雄市,150.0,對所有族群不健康,1.49,High Risk
武潭活動中心,屏東縣泰武鄉,潭北巷51號,120.6361,22.578,True,200,潮州,屏東縣,81.0,普通,9.82,Normal
西方道堂,屏東縣萬巒鄉,富山路1號,120.6297,22.5802,True,300,潮州,屏東縣,81.0,普通,9.48,Normal
高雄市前鎮區明正國民小學,高雄市前鎮區,明道路2號,120.326581,22.580243,True,345,小港,高雄市,150.0,對所有族群不健康,1.97,High Risk
高雄市立明義國民中學,高雄市小港區,明義街2號,120.368282,22.582027,True,1000,小港,高雄市,150.0,對所有族群不健康,3.62,High Risk
清山寺,高雄市大寮區,拷潭路126-1號,120.385461,22.582377,True,80,大寮,高雄市,150.0,對所有族群不健康,4.57,High Risk
萬丹國小,屏東縣萬丹鄉,屏東縣萬丹鄉寶厝村萬新路1497號,120.4887,22.5826,True,150,大寮,高雄市,150.0,對所有族群不健康,6.82,High Risk
竹田國小,屏東縣竹田鄉,公正路35號,120.544,22.5828,True,200,潮州,屏東縣,81.0,普通,6.87,Normal
高雄市小港區桂林國民小學,高雄市小港區,桂陽路390號,120.350425,22.583128,True,1255,小港,高雄市,150.0,對所有族群不健康,2.32,High Risk
高雄市立前鎮國民中學,高雄市前鎮區,新衙路17號,120.321031,22.583367,True,1200,小港,高雄市,150.0,對所有族群不健康,2.6,High Risk
高雄市小港區明義國民小學,高雄市小港區,明義街77號,120.3678,22.5834,True,200,小港,高雄市,150.0,對所有族群不健康,3.65,High Risk
竹田鄉公所,屏東縣竹田鄉,中正路123號,120.544,22.5847,True,60,潮州,屏東縣,81.0,普通,7.07,Normal
富翔天廈,高雄市大寮區,拷潭路163-1號,120.380306,22.584752,True,70,小港,高雄市,150.0,對所有族群不健康,4.85,High Risk
高雄市前鎮區前鎮國民小學,高雄市前鎮區,新生路200號,120.308702,22.585437,True,473,前鎮,高雄市,150.0,對所有族群不健康,2.11,High Risk
高雄市立興仁國民中學,高雄市前鎮區,德昌路345號,120.3139,22.5863,True,945,前鎮,高雄市,150.0,對所有族群不健康,2.1,High Risk
高雄市立前鎮高級中學,高雄市前鎮區,鎮中路132號,120.32001,22.586862,True,2236,前鎮,高雄市,150.0,對所有族群不健康,2.29,High Risk
香蘭國小,臺東縣太麻里鄉,舊香蘭四鄰28號,120.993452,22.587759,True,80,臺東,臺東縣,44.0,良好,24.63,Normal
高雄市旗津區大汕國民小學,高雄市旗津區,中洲二路203號,120.2877,22.5879,True,250,前鎮,高雄市,150.0,對所有族群不健康,2.81,High Risk
高雄市立旗津國民中學,高雄市旗津區,中洲二路207號,120.286,22.5885,True,600,前鎮,高雄市,150.0,對所有族群不健康,2.9,High Risk
萬巒鄉立幼兒園泗溝分班,屏東縣萬巒鄉,永平路53-1號,120.58,22.5885,True,60,潮州,屏東縣,81.0,普通,7.52,Normal
圖書館,屏東縣萬丹鄉,屏東縣萬丹鄉和平西路157號,120.4849,22.589,True,40,大寮,高雄市,150.0,對所有族群不健康,6.71,High Risk
萬丹鄉行政中心,屏東縣萬丹鄉,屏東縣萬丹鄉和平西路155號,120.485,22.5894,True,100,大寮,高雄市,150.0,對所有族群不健康,6.74,High Risk
高雄市旗津區公所5樓大禮堂,高雄市旗津區,旗津三路2號5樓,120.284774,22.589974,True,250,前鎮,高雄市,150.0,對所有族群不健康,2.91,High Risk
佛聖宮,高雄市大寮區,內坑路148號,120.381144,22.590008,True,200,鳳山,高雄市,150.0,對所有族群不健康,4.89,High Risk
高雄市鳳山區過埤國民小學,高雄市鳳山區,過埤路176號,120.362405,22.590382,True,393,小港,高雄市,150.0,對所有族群不健康,3.72,High Risk
高雄市立福誠高級中學,高雄市鳳山區,五甲三路176號,120.323885,22.590487,True,1139,前鎮,高雄市,150.0,對所有族群不健康,2.23,High Risk
高雄市前鎮區鎮昌國民小學,高雄市前鎮區,樹人路261號,120.317983,22.590548,True,1200,前鎮,高雄市,150.0,對所有族群不健康,1.84,High Risk
五溝國小,屏東縣萬巒鄉,西盛路89號,120.594,22.5908,True,30,潮州,屏東縣,81.0,普通,8.25,Normal
高雄市大寮區大寮國民小學,高雄市大寮區,大寮路740號,120.416445,22.590861,True,420,大寮,高雄市,150.0,對所有族群不健康,3.11,High Risk
佳平活動中心,屏東縣泰武鄉,佳平巷12號,120.628948,22.591406,True,100,潮州,屏東縣,81.0,普通,10.3,Normal
大寮里社區活動中心,高雄市大寮區,大寮路781號,120.416643,22.591471,True,150,大寮,高雄市,150.0,對所有族群不健康,3.17,High Risk
泰武國中,屏東縣泰武鄉,5鄰120號,120.6333,22.5915,True,300,潮州,屏東縣,81.0,普通,10.62,Normal
澳洲特區,高雄市大寮區,仁德路16巷31弄12號,120.396834,22.591949,True,100,大寮,高雄市,150.0,對所有族群不健康,4.26,High Risk
荷蘭町,高雄市大寮區,仁德路10號之1,120.399701,22.591993,True,200,大寮,高雄市,150.0,對所有族群不健康,4.06,High Risk
興華國小,屏東縣萬丹鄉,屏東縣萬丹鄉崙頂村崙頂路860號,120.4615,22.5929,True,400,大寮,高雄市,150.0,對所有族群不健康,4.9,High Risk
高雄市政府社會局無障礙之家,高雄市前鎮區,翠亨北路392號,120.3153,22.5941,True,3,前鎮,高雄市,150.0,對所有族群不健康,1.36,High Risk
高雄市鳳山區南成國民小學,高雄市鳳山區,南和街101號,120.335487,22.594316,True,1484,復興,高雄市,150.0,對所有族群不健康,2.89,High Risk
龍成宮,高雄市鳳山區,五甲二路730巷6號,120.3283,22.5945,True,100,復興,高雄市,150.0,對所有族群不健康,2.3,High Risk
米蘭特區,高雄市大寮區,內坑路108-67號,120.388157,22.594653,True,80,鳳山,高雄市,150.0,對所有族群不健康,4.88,High Risk
四維國小,屏東縣萬丹鄉,屏東縣萬丹鄉四維村四維東路567號,120.49,22.595,True,50,大寮,高雄市,150.0,對所有族群不健康,7.48,High Risk
僑智國小,屏東縣內埔鄉,學人路55號,120.5566,22.595,True,120,潮州,屏東縣,81.0,普通,8.01,Normal
萬金天主教堂,屏東縣萬巒鄉,萬興路24號,120.6112,22.5951,True,250,潮州,屏東縣,81.0,普通,9.51,Normal
嘉蘭國小 Jialan Elementary School,臺東縣金峰鄉,"3鄰132號No.132,Jialan,Jinfeng Township,Taitung County 964,TaiwanR.O.C.",120.961523,22.595308,True,100,臺東,臺東縣,44.0,良好,26.31,Normal
高雄市鳳山區鳳翔國民小學,高雄市鳳山區,鳳育路63號,120.340798,22.595332,True,3106,小港,高雄市,150.0,對所有族群不健康,3.3,High Risk
高雄市立鳳翔國民中學,高雄市鳳山區,保義街100號,120.348197,22.59641,True,385,小港,高雄市,150.0,對所有族群不健康,3.57,High Risk
萬丹國中,屏東縣萬丹鄉,屏東縣萬丹鄉萬丹路2段5號,120.4881,22.5966,True,500,大寮,高雄市,150.0,對所有族群不健康,7.39,High Risk
嘉蘭村活動中心 Jialan Activity Center,臺東縣金峰鄉,"4鄰嘉蘭219號No.9,Jialan,Jinfeng Township,Taitung County 964,TaiwanR.O.C.",120.959985,22.596696,True,100,臺東,臺東縣,44.0,良好,26.33,Normal
高雄市鳳山區福誠國民小學,高雄市鳳山區,忠誠路145號,120.325055,22.596813,True,1267,復興,高雄市,150.0,對所有族群不健康,1.88,High Risk
高雄市立五甲國民中學,高雄市鳳山區,龍成路111號,120.328691,22.598112,True,1178,復興,高雄市,150.0,對所有族群不健康,2.08,High Risk
高雄市鳳山區中崙國民小學,高雄市鳳山區,中崙四路25號,120.350798,22.599431,True,3054,鳳山,高雄市,150.0,對所有族群不健康,3.26,High Risk
大發公有市場3樓,高雄市大寮區,鳳林三路315之22號,120.397972,22.600592,False,120,大寮,高雄市,150.0,對所有族群不健康,4.93,High Risk
高雄市前鎮區瑞祥國民小學,高雄市前鎮區,班超路20號,120.326798,22.600692,True,1636,復興,高雄市,150.0,對所有族群不健康,1.76,High Risk
高雄市旗津區中洲國民小學,高雄市旗津區,旗津三路275號,120.2764,22.6008,True,600,前鎮,高雄市,150.0,對所有族群不健康,3.3,High Risk
